Time	TH	ErrorTH	H	HD=0	HD=1	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
2.4900	0.0142	0.0002	1.0194	0.9619	0.0381	A	0.000012	0.000005	A -- T	0.000053	0.000010	T	0.000021	0.000006	A -- B -- T	0.000090	0.000013	B -- D	0.000142	0.000017	A -- B	0.000048	0.000010	B -- T	0.000068	0.000012	A -- B -- D	0.000097	0.000014	A -- D	0.000400	0.000028	A -- C	0.000486	0.000031	A -- B -- C	0.000983	0.000044	B	0.000038	0.000009	A -- B -- C -- D	0.002312	0.000067	B -- C	0.001020	0.000045	A -- C -- D	0.009153	0.000135	B -- C -- D	0.003236	0.000080	C	0.055036	0.000322	A -- B -- T -- C	0.001770	0.000059	C -- D	0.853549	0.000500	B -- T -- C -- D	0.005175	0.000101	A -- T -- C	0.001175	0.000048	D	0.036370	0.000264	A -- B -- T -- D	0.000192	0.000020	A -- T -- C -- D	0.016669	0.000181	T -- C	0.000598	0.000034	<nil>	0.002365	0.000069	A -- B -- T -- C -- D	0.003871	0.000087	B -- T -- C	0.001638	0.000057	T -- C -- D	0.002247	0.000066	T -- D	0.000108	0.000014	A -- T -- D	0.000810	0.000040	B -- T -- D	0.000267	0.000023
2.5000	0.0140	0.0002	1.0123	0.9622	0.0378	A	0.000012	0.000005	A -- T	0.000052	0.000010	A -- B -- T	0.000089	0.000013	T	0.000021	0.000006	B -- D	0.000142	0.000017	A -- B	0.000041	0.000009	B -- T	0.000069	0.000012	A -- B -- D	0.000089	0.000013	A -- D	0.000395	0.000028	A -- C	0.000472	0.000031	A -- B -- C	0.000963	0.000044	B	0.000044	0.000009	A -- B -- C -- D	0.002289	0.000067	B -- C	0.001012	0.000045	A -- C -- D	0.009088	0.000134	B -- C -- D	0.003201	0.000079	C	0.054637	0.000321	A -- B -- T -- C	0.001740	0.000059	C -- D	0.854778	0.000498	B -- T -- C -- D	0.005138	0.000100	A -- T -- C	0.001154	0.000048	D	0.036032	0.000263	A -- B -- T -- D	0.000184	0.000019	A -- T -- C -- D	0.016579	0.000180	T -- C	0.000594	0.000034	<nil>	0.002322	0.000068	A -- B -- T -- C -- D	0.003849	0.000087	B -- T -- C	0.001624	0.000057	T -- C -- D	0.002222	0.000065	T -- D	0.000100	0.000014	A -- T -- D	0.000803	0.000040	B -- T -- D	0.000268	0.000023
2.5100	0.0138	0.0001	1.0051	0.9625	0.0375	A	0.000012	0.000005	A -- T	0.000050	0.000010	T	0.000021	0.000006	B -- D	0.000145	0.000017	A -- B	0.000043	0.000009	B -- T	0.000068	0.000012	A -- B -- D	0.000081	0.000013	A -- D	0.000394	0.000028	A -- C	0.000457	0.000030	A -- B -- C	0.000962	0.000044	B	0.000043	0.000009	A -- B -- C -- D	0.002258	0.000067	B -- C	0.001004	0.000045	A -- C -- D	0.009020	0.000134	B -- C -- D	0.003152	0.000079	B -- T -- D	0.000269	0.000023	C	0.054215	0.000320	A -- B -- T -- C	0.001739	0.000059	A -- B -- T	0.000090	0.000013	C -- D	0.856040	0.000496	D	0.035691	0.000262	A -- B -- T -- D	0.000166	0.000018	B -- T -- C -- D	0.005100	0.000100	A -- T -- C	0.001125	0.000047	A -- T -- C -- D	0.016466	0.000180	T -- C	0.000583	0.000034	<nil>	0.002281	0.000067	T -- C -- D	0.002210	0.000065	A -- B -- T -- C -- D	0.003806	0.000086	B -- T -- C	0.001616	0.000056	T -- D	0.000099	0.000014	A -- T -- D	0.000796	0.000040
2.5200	0.0136	0.0001	0.9983	0.9629	0.0371	A	0.000012	0.000005	A -- T	0.000046	0.000009	T	0.000019	0.000006	B -- D	0.000141	0.000017	A -- B	0.000045	0.000009	B -- T	0.000070	0.000012	A -- B -- D	0.000079	0.000012	A -- D	0.000389	0.000028	A -- C	0.000446	0.000030	A -- B -- C	0.000947	0.000043	B	0.000040	0.000009	A -- B -- C -- D	0.002253	0.000067	B -- C	0.000989	0.000044	A -- C -- D	0.008933	0.000133	B -- C -- D	0.003106	0.000078	A -- B -- T -- D	0.000159	0.000018	B -- T -- C -- D	0.005064	0.000100	A -- T -- C	0.001093	0.000047	D	0.035365	0.000261	C	0.053803	0.000319	A -- B -- T -- C	0.001727	0.000058	C -- D	0.857236	0.000494	A -- B -- T	0.000088	0.000013	A -- T -- C -- D	0.016386	0.000179	T -- C	0.000583	0.000033	<nil>	0.002245	0.000067	T -- C -- D	0.002235	0.000066	A -- B -- T -- C -- D	0.003751	0.000086	B -- T -- C	0.001593	0.000056	T -- D	0.000105	0.000014	A -- T -- D	0.000791	0.000040	B -- T -- D	0.000261	0.000023
2.5300	0.0135	0.0001	0.9912	0.9632	0.0368	A	0.000009	0.000004	A -- T	0.000040	0.000009	T	0.000018	0.000006	B -- D	0.000142	0.000017	A -- B	0.000045	0.000009	B -- T	0.000078	0.000012	A -- B -- D	0.000081	0.000013	A -- D	0.000374	0.000027	A -- C	0.000445	0.000030	A -- B -- C	0.000917	0.000043	B	0.000037	0.000009	A -- B -- C -- D	0.002243	0.000066	B -- C	0.000981	0.000044	A -- C -- D	0.008852	0.000132	B -- C -- D	0.003068	0.000078	A -- B -- T -- D	0.000156	0.000017	B -- T -- C -- D	0.005052	0.000100	A -- T -- C	0.001080	0.000046	D	0.035039	0.000260	C	0.053417	0.000318	A -- B -- T -- C	0.001709	0.000058	C -- D	0.858464	0.000493	A -- B -- T	0.000084	0.000013	A -- T -- C -- D	0.016250	0.000179	T -- C	0.000574	0.000033	<nil>	0.002213	0.000066	T -- C -- D	0.002199	0.000065	A -- B -- T -- C -- D	0.003721	0.000085	B -- T -- C	0.001573	0.000056	T -- D	0.000100	0.000014	A -- T -- D	0.000784	0.000040	B -- T -- D	0.000256	0.000023
2.5400	0.0133	0.0001	0.9846	0.9635	0.0365	A	0.000006	0.000003	A -- T	0.000038	0.000009	T	0.000017	0.000006	B -- D	0.000135	0.000016	A -- B	0.000046	0.000010	B -- T	0.000086	0.000013	A -- B -- D	0.000084	0.000013	A -- D	0.000365	0.000027	A -- C	0.000444	0.000030	A -- B -- C	0.000902	0.000042	B	0.000034	0.000008	A -- B -- C -- D	0.002240	0.000066	B -- C	0.000968	0.000044	A -- C -- D	0.008750	0.000132	B -- C -- D	0.003056	0.000078	A -- B -- T -- D	0.000155	0.000017	B -- T -- C -- D	0.005027	0.000099	A -- T -- C	0.001063	0.000046	D	0.034764	0.000259	C	0.053000	0.000317	A -- B -- T -- C	0.001688	0.000058	C -- D	0.859626	0.000491	A -- B -- T	0.000079	0.000012	A -- T -- C -- D	0.016112	0.000178	T -- C	0.000566	0.000033	<nil>	0.002165	0.000066	T -- C -- D	0.002184	0.000065	A -- B -- T -- C -- D	0.003710	0.000085	B -- T -- C	0.001575	0.000056	T -- D	0.000091	0.000013	A -- T -- D	0.000771	0.000039	B -- T -- D	0.000253	0.000022
2.5500	0.0132	0.0001	0.9777	0.9639	0.0361	A	0.000005	0.000003	A -- T	0.000035	0.000008	T	0.000015	0.000005	B -- D	0.000130	0.000016	A -- B	0.000044	0.000009	B -- T	0.000086	0.000013	A -- B -- D	0.000085	0.000013	A -- D	0.000352	0.000026	A -- C	0.000437	0.000030	A -- B -- C	0.000904	0.000042	B	0.000033	0.000008	A -- B -- C -- D	0.002231	0.000066	B -- C	0.000957	0.000043	A -- C -- D	0.008671	0.000131	B -- C -- D	0.003000	0.000077	A -- B -- T -- D	0.000154	0.000018	B -- T -- C -- D	0.005016	0.000099	A -- T -- C	0.001054	0.000046	D	0.034455	0.000258	C	0.052596	0.000315	A -- B -- T -- C	0.001672	0.000057	C -- D	0.860836	0.000489	A -- B -- T	0.000077	0.000012	A -- T -- C -- D	0.015983	0.000177	T -- C	0.000571	0.000033	<nil>	0.002121	0.000065	T -- C -- D	0.002135	0.000064	A -- B -- T -- C -- D	0.003686	0.000085	B -- T -- C	0.001564	0.000055	T -- D	0.000093	0.000013	A -- T -- D	0.000750	0.000039	B -- T -- D	0.000251	0.000022
2.5600	0.0130	0.0001	0.9712	0.9642	0.0358	A	0.000001	0.000001	T	0.000017	0.000006	A -- T	0.000036	0.000008	B -- D	0.000136	0.000016	A -- B	0.000042	0.000009	B -- T	0.000082	0.000013	A -- B -- D	0.000078	0.000012	A -- D	0.000352	0.000027	A -- C	0.000431	0.000029	A -- B -- C	0.000900	0.000042	B	0.000034	0.000008	A -- B -- C -- D	0.002185	0.000066	B -- C	0.000970	0.000044	A -- C -- D	0.008593	0.000130	B -- C -- D	0.002977	0.000077	A -- B -- T -- D	0.000152	0.000017	B -- T -- C -- D	0.004993	0.000099	A -- T -- C	0.001044	0.000046	D	0.034153	0.000257	C	0.052184	0.000314	A -- B -- T -- C	0.001652	0.000057	C -- D	0.861997	0.000487	A -- B -- T	0.000076	0.000012	T -- C -- D	0.002122	0.000064	A -- T -- C -- D	0.015861	0.000177	T -- C	0.000563	0.000033	<nil>	0.002080	0.000064	A -- B -- T -- C -- D	0.003658	0.000085	B -- T -- C	0.001556	0.000055	T -- D	0.000086	0.000013	A -- T -- D	0.000742	0.000038	B -- T -- D	0.000248	0.000022
2.5700	0.0129	0.0001	0.9647	0.9645	0.0355	T	0.000012	0.000005	A -- T	0.000038	0.000009	B -- D	0.000137	0.000016	A -- B	0.000042	0.000009	B -- T	0.000080	0.000013	A -- B -- D	0.000075	0.000012	A -- D	0.000351	0.000026	A -- C	0.000413	0.000029	A -- B -- C	0.000893	0.000042	B	0.000032	0.000008	A -- B -- C -- D	0.002162	0.000065	B -- C	0.000961	0.000044	A -- C -- D	0.008514	0.000130	B -- C -- D	0.002963	0.000076	A -- B -- T -- D	0.000151	0.000017	D	0.033828	0.000255	C	0.051816	0.000313	A -- B -- T -- C	0.001629	0.000057	C -- D	0.863126	0.000486	A -- B -- T	0.000074	0.000012	T -- C -- D	0.002128	0.000064	A -- T -- C -- D	0.015743	0.000176	T -- C	0.000538	0.000032	<nil>	0.002056	0.000064	A -- B -- T -- C -- D	0.003661	0.000085	B -- T -- C	0.001562	0.000055	T -- D	0.000093	0.000013	B -- T -- C -- D	0.004928	0.000098	A -- T -- C	0.001022	0.000045	A -- T -- D	0.000731	0.000038	B -- T -- D	0.000242	0.000022
2.5800	0.0128	0.0001	0.9583	0.9648	0.0352	T	0.000013	0.000005	A -- T	0.000038	0.000009	B -- D	0.000133	0.000016	A -- B	0.000042	0.000009	A -- B -- D	0.000073	0.000012	A -- D	0.000347	0.000026	A -- C	0.000400	0.000028	A -- B -- C	0.000877	0.000042	B	0.000027	0.000007	A -- B -- C -- D	0.002143	0.000065	B -- C	0.000970	0.000044	A -- C -- D	0.008440	0.000129	B -- C -- D	0.002925	0.000076	A -- B -- T -- D	0.000148	0.000017	B -- T -- D	0.000233	0.000021	D	0.033545	0.000254	C	0.051449	0.000312	A -- B -- T -- C	0.001608	0.000056	B -- T	0.000080	0.000013	C -- D	0.864234	0.000484	A -- B -- T	0.000071	0.000012	T -- C -- D	0.002095	0.000064	A -- T -- C -- D	0.015599	0.000175	T -- C	0.000526	0.000032	<nil>	0.002031	0.000064	A -- B -- T -- C -- D	0.003666	0.000085	B -- T -- C	0.001543	0.000055	T -- D	0.000090	0.000013	B -- T -- C -- D	0.004916	0.000098	A -- T -- C	0.001018	0.000045	A -- T -- D	0.000721	0.000038
2.5900	0.0126	0.0001	0.9519	0.9651	0.0349	T	0.000014	0.000005	A -- T	0.000038	0.000009	B	0.000027	0.000007	B -- D	0.000133	0.000016	A -- B	0.000041	0.000009	A -- D	0.000342	0.000026	A -- B -- D	0.000072	0.000012	A -- C	0.000384	0.000028	A -- B -- C	0.000849	0.000041	A -- B -- C -- D	0.002139	0.000065	B -- C	0.000982	0.000044	A -- C -- D	0.008375	0.000129	B -- C -- D	0.002889	0.000075	A -- B -- T	0.000069	0.000012	A -- B -- T -- D	0.000144	0.000017	T -- C -- D	0.002070	0.000063	D	0.033262	0.000253	C	0.051033	0.000311	A -- B -- T -- C	0.001618	0.000057	C -- D	0.865375	0.000482	B -- T	0.000083	0.000013	A -- T -- C -- D	0.015460	0.000174	T -- C	0.000511	0.000031	<nil>	0.001998	0.000063	A -- B -- T -- C -- D	0.003657	0.000085	B -- T -- C	0.001518	0.000055	T -- D	0.000097	0.000014	B -- T -- C -- D	0.004892	0.000098	A -- T -- C	0.001003	0.000045	A -- T -- D	0.000708	0.000038	B -- T -- D	0.000220	0.000021
2.6000	0.0125	0.0001	0.9453	0.9654	0.0346	T	0.000014	0.000005	A -- T	0.000036	0.000008	B	0.000026	0.000007	B -- D	0.000129	0.000016	A -- B	0.000040	0.000009	A -- D	0.000338	0.000026	A -- B -- D	0.000069	0.000012	A -- C	0.000380	0.000028	A -- B -- C	0.000839	0.000041	A -- B -- C -- D	0.002129	0.000065	B -- C	0.000970	0.000044	A -- C -- D	0.008297	0.000128	B -- C -- D	0.002869	0.000075	A -- B -- T	0.000065	0.000011	A -- B -- T -- D	0.000146	0.000017	T -- C -- D	0.002023	0.000062	D	0.032958	0.000252	C	0.050647	0.000310	A -- B -- T -- C	0.001604	0.000056	C -- D	0.866516	0.000481	B -- T	0.000081	0.000013	A -- T -- C -- D	0.015356	0.000174	T -- C	0.000509	0.000031	<nil>	0.001962	0.000062	A -- B -- T -- C -- D	0.003648	0.000085	B -- T -- C	0.001508	0.000055	T -- D	0.000101	0.000014	B -- T -- C -- D	0.004839	0.000098	A -- T -- C	0.000990	0.000044	A -- T -- D	0.000697	0.000037	B -- T -- D	0.000211	0.000021
2.6100	0.0124	0.0001	0.9387	0.9657	0.0343	T	0.000012	0.000005	A -- T	0.000036	0.000008	B	0.000026	0.000007	B -- D	0.000124	0.000016	A -- B	0.000040	0.000009	A -- D	0.000330	0.000026	A -- B -- D	0.000070	0.000012	A -- C	0.000377	0.000027	A -- B -- C	0.000832	0.000041	A -- B -- C -- D	0.002108	0.000064	B -- C	0.000956	0.000043	A -- C -- D	0.008230	0.000128	B -- C -- D	0.002846	0.000075	A -- B -- T	0.000061	0.000011	A -- B -- T -- D	0.000150	0.000017	T -- C -- D	0.001991	0.000062	D	0.032669	0.000251	C	0.050263	0.000309	A -- B -- T -- C	0.001577	0.000056	C -- D	0.867645	0.000479	B -- T	0.000080	0.000013	A -- T -- C -- D	0.015230	0.000173	T -- C	0.000497	0.000031	<nil>	0.001926	0.000062	A -- B -- T -- C -- D	0.003647	0.000085	B -- T -- C	0.001513	0.000055	T -- D	0.000099	0.000014	B -- T -- C -- D	0.004806	0.000097	A -- T -- C	0.000976	0.000044	A -- T -- D	0.000680	0.000037	B -- T -- D	0.000203	0.000020
2.6200	0.0122	0.0001	0.9318	0.9660	0.0340	T	0.000013	0.000005	A -- T	0.000036	0.000008	B	0.000026	0.000007	A -- B	0.000038	0.000009	B -- D	0.000121	0.000015	A -- D	0.000323	0.000025	A -- B -- D	0.000072	0.000012	A -- C	0.000372	0.000027	A -- B -- C	0.000819	0.000040	A -- B -- C -- D	0.002096	0.000064	B -- C	0.000937	0.000043	A -- C -- D	0.008147	0.000127	B -- C -- D	0.002821	0.000075	A -- B -- T	0.000065	0.000011	A -- B -- T -- D	0.000146	0.000017	T -- C -- D	0.001945	0.000061	D	0.032380	0.000250	C	0.049883	0.000308	A -- B -- T -- C	0.001559	0.000055	C -- D	0.868810	0.000477	B -- T	0.000077	0.000012	A -- T -- C -- D	0.015125	0.000172	T -- C	0.000501	0.000031	<nil>	0.001880	0.000061	A -- B -- T -- C -- D	0.003594	0.000084	B -- T -- C	0.001504	0.000054	T -- D	0.000094	0.000013	B -- T -- C -- D	0.004783	0.000097	A -- T -- C	0.000967	0.000044	A -- T -- D	0.000672	0.000037	B -- T -- D	0.000196	0.000020
2.6300	0.0121	0.0001	0.9255	0.9663	0.0337	T	0.000012	0.000005	A -- T	0.000035	0.000008	B	0.000029	0.000008	A -- B	0.000035	0.000008	B -- D	0.000118	0.000015	A -- D	0.000314	0.000025	A -- B -- D	0.000072	0.000012	A -- C	0.000372	0.000027	A -- B -- C	0.000826	0.000040	A -- B -- C -- D	0.002054	0.000064	B -- C	0.000921	0.000043	A -- C -- D	0.008076	0.000126	B -- C -- D	0.002795	0.000074	A -- B -- T	0.000063	0.000011	A -- B -- T -- D	0.000148	0.000017	T -- C -- D	0.001941	0.000061	D	0.032112	0.000249	C	0.049509	0.000306	A -- B -- T -- C	0.001532	0.000055	C -- D	0.869898	0.000475	B -- T	0.000078	0.000012	A -- T -- C -- D	0.015007	0.000172	T -- C	0.000498	0.000031	<nil>	0.001848	0.000061	A -- B -- T -- C -- D	0.003589	0.000084	B -- T -- C	0.001496	0.000054	T -- D	0.000084	0.000013	B -- T -- C -- D	0.004732	0.000096	A -- T -- C	0.000958	0.000044	A -- T -- D	0.000660	0.000036	B -- T -- D	0.000188	0.000019
2.6400	0.0120	0.0001	0.9196	0.9666	0.0334	T	0.000012	0.000005	A -- T	0.000034	0.000008	B	0.000031	0.000008	A -- B	0.000033	0.000008	B -- D	0.000113	0.000015	A -- D	0.000308	0.000025	A -- B -- D	0.000073	0.000012	A -- C	0.000369	0.000027	A -- B -- C	0.000809	0.000040	A -- B -- C -- D	0.002022	0.000063	B -- C	0.000911	0.000042	A -- C -- D	0.008002	0.000126	B -- C -- D	0.002788	0.000074	A -- B -- T	0.000057	0.000011	A -- B -- T -- D	0.000141	0.000017	D	0.031845	0.000248	C	0.049117	0.000305	A -- B -- T -- C	0.001504	0.000054	B -- T -- C	0.001501	0.000054	A -- B -- T -- C -- D	0.003560	0.000084	C -- D	0.870952	0.000474	B -- T	0.000080	0.000013	T -- C -- D	0.001996	0.000062	A -- T -- C -- D	0.014885	0.000171	T -- C	0.000491	0.000031	<nil>	0.001803	0.000060	T -- D	0.000083	0.000013	B -- T -- C -- D	0.004679	0.000096	A -- T -- C	0.000954	0.000044	A -- T -- D	0.000653	0.000036	B -- T -- D	0.000193	0.000019
2.6500	0.0118	0.0001	0.9131	0.9669	0.0331	A -- T	0.000034	0.000008	B	0.000032	0.000008	T	0.000012	0.000005	A -- B	0.000031	0.000008	B -- T	0.000079	0.000012	B -- D	0.000107	0.000015	A -- D	0.000305	0.000025	A -- B -- D	0.000073	0.000012	A -- C	0.000359	0.000027	A -- B -- C	0.000801	0.000040	A -- B -- C -- D	0.002026	0.000063	B -- C	0.000887	0.000042	A -- C -- D	0.007923	0.000125	B -- C -- D	0.002742	0.000074	A -- B -- T	0.000056	0.000011	D	0.031582	0.000247	A -- T -- C -- D	0.014760	0.000170	T -- C	0.000489	0.000031	C	0.048726	0.000304	A -- B -- T -- C	0.001474	0.000054	C -- D	0.872060	0.000472	B -- T -- C	0.001497	0.000054	A -- B -- T -- C -- D	0.003540	0.000083	<nil>	0.001769	0.000059	T -- D	0.000085	0.000013	B -- T -- C -- D	0.004645	0.000095	A -- T -- C	0.000942	0.000043	T -- C -- D	0.001995	0.000062	A -- T -- D	0.000645	0.000036	B -- T -- D	0.000185	0.000019	A -- B -- T -- D	0.000137	0.000017
2.6600	0.0117	0.0001	0.9065	0.9672	0.0328	B	0.000032	0.000008	A -- T	0.000034	0.000008	T	0.000012	0.000005	A -- B	0.000030	0.000008	B -- T	0.000078	0.000012	B -- D	0.000107	0.000014	A -- D	0.000303	0.000025	A -- B -- D	0.000070	0.000012	A -- C	0.000355	0.000027	A -- B -- C	0.000793	0.000039	A -- B -- C -- D	0.002007	0.000063	B -- C	0.000863	0.000041	A -- C -- D	0.007852	0.000125	B -- C -- D	0.002718	0.000073	A -- B -- T	0.000056	0.000011	D	0.031296	0.000246	A -- B -- T -- C	0.001463	0.000054	A -- T -- C -- D	0.014647	0.000170	T -- C	0.000486	0.000031	C	0.048314	0.000303	C -- D	0.873212	0.000470	B -- T -- C	0.001478	0.000054	A -- B -- T -- C -- D	0.003472	0.000082	<nil>	0.001745	0.000059	B -- T -- C -- D	0.004614	0.000095	A -- T -- C	0.000927	0.000043	T -- D	0.000078	0.000012	T -- C -- D	0.002003	0.000062	A -- T -- D	0.000634	0.000035	B -- T -- D	0.000185	0.000019	A -- B -- T -- D	0.000136	0.000016
2.6700	0.0115	0.0001	0.9003	0.9675	0.0325	T	0.000013	0.000005	B	0.000029	0.000007	A -- T	0.000031	0.000008	A -- B	0.000032	0.000008	B -- T	0.000074	0.000012	B -- D	0.000105	0.000014	A -- D	0.000302	0.000025	A -- B -- D	0.000066	0.000011	A -- C	0.000345	0.000026	A -- B -- C	0.000793	0.000040	A -- B -- C -- D	0.001998	0.000063	B -- C	0.000856	0.000041	A -- C -- D	0.007778	0.000124	B -- C -- D	0.002670	0.000073	A -- B -- T	0.000055	0.000010	D	0.031039	0.000245	A -- B -- T -- C	0.001463	0.000054	A -- T -- C -- D	0.014555	0.000169	T -- C	0.000486	0.000031	C	0.047971	0.000302	C -- D	0.874245	0.000469	B -- T -- C	0.001466	0.000054	A -- B -- T -- C -- D	0.003439	0.000082	<nil>	0.001721	0.000059	B -- T -- C -- D	0.004603	0.000095	A -- T -- C	0.000896	0.000042	T -- C -- D	0.001955	0.000061	T -- D	0.000080	0.000012	A -- T -- D	0.000621	0.000035	B -- T -- D	0.000178	0.000019	A -- B -- T -- D	0.000135	0.000016
2.6800	0.0114	0.0001	0.8937	0.9678	0.0322	B	0.000028	0.000007	T	0.000014	0.000005	A -- T	0.000030	0.000008	A -- B	0.000032	0.000008	B -- T	0.000072	0.000012	A -- D	0.000301	0.000025	B -- D	0.000099	0.000014	A -- B -- D	0.000067	0.000011	A -- C	0.000337	0.000026	A -- B -- C	0.000779	0.000039	A -- B -- C -- D	0.001997	0.000063	B -- C	0.000862	0.000041	A -- C -- D	0.007705	0.000124	B -- C -- D	0.002609	0.000072	A -- B -- T	0.000054	0.000010	C	0.047541	0.000301	D	0.030764	0.000244	B -- T -- C -- D	0.004621	0.000095	A -- T -- C	0.000887	0.000042	T -- C	0.000497	0.000031	A -- T -- C -- D	0.014445	0.000169	C -- D	0.875381	0.000467	B -- T -- C	0.001463	0.000054	A -- B -- T -- C -- D	0.003377	0.000081	A -- B -- T -- C	0.001450	0.000054	<nil>	0.001686	0.000058	T -- C -- D	0.001912	0.000061	T -- D	0.000072	0.000012	A -- T -- D	0.000611	0.000035	B -- T -- D	0.000180	0.000019	A -- B -- T -- D	0.000129	0.000016
2.6900	0.0112	0.0001	0.8877	0.9681	0.0319	T	0.000015	0.000005	A -- T	0.000030	0.000008	A -- B -- D	0.000065	0.000011	B	0.000029	0.000008	A -- B	0.000031	0.000008	B -- T	0.000067	0.000012	A -- D	0.000294	0.000024	B -- D	0.000097	0.000014	A -- C	0.000324	0.000025	A -- B -- C	0.000779	0.000039	A -- B -- C -- D	0.001973	0.000062	B -- C	0.000849	0.000041	A -- C -- D	0.007635	0.000123	B -- C -- D	0.002604	0.000072	A -- B -- T	0.000055	0.000010	A -- T -- C -- D	0.014309	0.000168	T -- C	0.000496	0.000031	C	0.047160	0.000299	D	0.030516	0.000243	B -- T -- C -- D	0.004611	0.000095	A -- T -- C	0.000871	0.000042	C -- D	0.876416	0.000465	A -- B -- T -- C	0.001440	0.000053	<nil>	0.001655	0.000057	A -- B -- T -- C -- D	0.003349	0.000081	B -- T -- C	0.001448	0.000053	T -- C -- D	0.001906	0.000061	T -- D	0.000068	0.000011	A -- T -- D	0.000601	0.000035	B -- T -- D	0.000180	0.000019	A -- B -- T -- D	0.000126	0.000016
2.7000	0.0111	0.0001	0.8817	0.9684	0.0316	T	0.000017	0.000006	A -- B	0.000027	0.000007	A -- T	0.000030	0.000008	A -- B -- D	0.000062	0.000011	B	0.000033	0.000008	B -- T	0.000066	0.000011	A -- D	0.000284	0.000024	B -- D	0.000091	0.000013	A -- C	0.000317	0.000025	A -- B -- C	0.000767	0.000039	A -- B -- C -- D	0.001945	0.000062	B -- C	0.000838	0.000041	A -- C -- D	0.007580	0.000123	B -- C -- D	0.002613	0.000072	A -- B -- T	0.000055	0.000010	A -- T -- C -- D	0.014195	0.000167	T -- C	0.000499	0.000031	C	0.046758	0.000298	D	0.030249	0.000242	B -- T -- C -- D	0.004597	0.000095	A -- T -- C	0.000861	0.000041	C -- D	0.877467	0.000463	A -- B -- T -- C -- D	0.003335	0.000081	B -- T -- C	0.001430	0.000053	A -- B -- T -- C	0.001402	0.000053	<nil>	0.001630	0.000057	T -- C -- D	0.001886	0.000060	T -- D	0.000071	0.000012	A -- T -- D	0.000589	0.000034	B -- T -- D	0.000179	0.000019	A -- B -- T -- D	0.000127	0.000016
2.7100	0.0110	0.0001	0.8759	0.9687	0.0313	T	0.000020	0.000006	A -- B	0.000024	0.000007	A -- T	0.000029	0.000008	A -- B -- D	0.000062	0.000011	B	0.000036	0.000008	B -- T	0.000064	0.000011	A -- D	0.000281	0.000024	B -- D	0.000089	0.000013	A -- C	0.000315	0.000025	A -- B -- C	0.000751	0.000039	A -- B -- C -- D	0.001924	0.000061	B -- C	0.000827	0.000040	A -- C -- D	0.007507	0.000122	B -- C -- D	0.002607	0.000072	A -- B -- T	0.000049	0.000010	A -- T -- C -- D	0.014086	0.000166	T -- C	0.000485	0.000031	C	0.046427	0.000297	D	0.029936	0.000241	B -- T -- C -- D	0.004534	0.000094	A -- T -- C	0.000848	0.000041	C -- D	0.878473	0.000462	A -- B -- T -- C -- D	0.003317	0.000081	B -- T -- C	0.001409	0.000053	A -- B -- T -- C	0.001392	0.000052	<nil>	0.001610	0.000057	T -- C -- D	0.001943	0.000061	T -- D	0.000075	0.000012	A -- T -- D	0.000581	0.000034	B -- T -- D	0.000173	0.000019	A -- B -- T -- D	0.000126	0.000016
2.7200	0.0109	0.0001	0.8701	0.9690	0.0310	T	0.000021	0.000006	A -- B	0.000025	0.000007	A -- T	0.000027	0.000007	A -- B -- D	0.000066	0.000011	B	0.000035	0.000008	B -- T	0.000060	0.000011	A -- D	0.000268	0.000023	B -- D	0.000090	0.000013	A -- C	0.000314	0.000025	A -- B -- C	0.000725	0.000038	A -- B -- C -- D	0.001899	0.000061	B -- C	0.000834	0.000040	A -- C -- D	0.007436	0.000121	B -- C -- D	0.002613	0.000072	A -- B -- T	0.000049	0.000010	A -- T -- C -- D	0.013986	0.000166	T -- C	0.000503	0.000031	C	0.046030	0.000296	D	0.029640	0.000240	B -- T -- C -- D	0.004477	0.000094	A -- T -- C	0.000839	0.000041	C -- D	0.879517	0.000460	A -- B -- T -- C -- D	0.003304	0.000081	B -- T -- C	0.001388	0.000052	A -- B -- T -- C	0.001370	0.000052	<nil>	0.001589	0.000056	T -- C -- D	0.001963	0.000062	T -- D	0.000065	0.000011	A -- T -- D	0.000567	0.000034	B -- T -- D	0.000172	0.000018	A -- B -- T -- D	0.000126	0.000016
