Time	TH	ErrTH	H	Prob[A--B--C]	ErrProb[A--B--C]	Prob[<nil>]	ErrProb[<nil>]	Prob[D]	ErrProb[D]	Prob[T]	ErrProb[T]	Prob[B--T--C--D]	ErrProb[B--T--C--D]	Prob[A--C]	ErrProb[A--C]	Prob[T--D]	ErrProb[T--D]	Prob[A--B--T]	ErrProb[A--B--T]	Prob[A--B--T--C--D]	ErrProb[A--B--T--C--D]	Prob[B--C--D]	ErrProb[B--C--D]	Prob[T--C--D]	ErrProb[T--C--D]	Prob[B--T--D]	ErrProb[B--T--D]	Prob[C]	ErrProb[C]	Prob[A--T--C--D]	ErrProb[A--T--C--D]	Prob[B--D]	ErrProb[B--D]	Prob[B--T]	ErrProb[B--T]	Prob[A--B--T--C]	ErrProb[A--B--T--C]	Prob[B--T--C]	ErrProb[B--T--C]	Prob[T--C]	ErrProb[T--C]	Prob[A--B--T--D]	ErrProb[A--B--T--D]	Prob[A--T--C]	ErrProb[A--T--C]	Prob[A--D]	ErrProb[A--D]	Prob[B--C]	ErrProb[B--C]	Prob[C--D]	ErrProb[C--D]	Prob[A--T]	ErrProb[A--T]	Prob[A--C--D]	ErrProb[A--C--D]	Prob[A--B--D]	ErrProb[A--B--D]	Prob[A--B]	ErrProb[A--B]	Prob[B]	ErrProb[B]	Prob[A--T--D]	ErrProb[A--T--D]	Prob[A]	ErrProb[A]	Prob[A--B--C--D]	ErrProb[A--B--C--D]	
0.3800	0.3423	0.0007	4.1794	0.017669	0.000185	0.063171	0.000343	0.114004	0.000448	0.004732	0.000095	0.030584	0.000242	0.018927	0.000192	0.007289	0.000118	0.009551	0.000137	0.013648	0.000163	0.029983	0.000240	0.014116	0.000164	0.015745	0.000175	0.121891	0.000461	0.044760	0.000292	0.015520	0.000174	0.011633	0.000150	0.018589	0.000190	0.023326	0.000212	0.009226	0.000133	0.007052	0.000117	0.023440	0.000213	0.018992	0.000193	0.022964	0.000210	0.220995	0.000585	0.012127	0.000154	0.037063	0.000267	0.006600	0.000114	0.009224	0.000134	0.011744	0.000151	0.023078	0.000212	0.009772	0.000139	0.012583	0.000157	
0.3900	0.3364	0.0007	4.1537	0.017375	0.000184	0.062840	0.000342	0.114773	0.000450	0.004565	0.000093	0.030305	0.000241	0.018633	0.000191	0.007119	0.000117	0.009232	0.000135	0.013439	0.000162	0.029663	0.000238	0.013991	0.000163	0.015375	0.000173	0.123144	0.000463	0.044934	0.000292	0.015117	0.000172	0.011329	0.000149	0.018296	0.000188	0.023003	0.000210	0.009088	0.000132	0.006855	0.000116	0.023212	0.000212	0.018705	0.000191	0.022679	0.000209	0.226029	0.000590	0.011805	0.000152	0.037054	0.000267	0.006431	0.000112	0.008959	0.000132	0.011375	0.000149	0.022836	0.000211	0.009487	0.000137	0.012353	0.000155	
0.4000	0.3307	0.0007	4.1284	0.017052	0.000182	0.062490	0.000341	0.115502	0.000451	0.004497	0.000093	0.030049	0.000240	0.018346	0.000189	0.006952	0.000116	0.008947	0.000132	0.013295	0.000161	0.029254	0.000237	0.013885	0.000163	0.014951	0.000171	0.124342	0.000465	0.045047	0.000293	0.014729	0.000169	0.011015	0.000146	0.018024	0.000187	0.022710	0.000209	0.008872	0.000130	0.006701	0.000114	0.022959	0.000211	0.018419	0.000190	0.022448	0.000208	0.231033	0.000595	0.011493	0.000150	0.037073	0.000267	0.006233	0.000110	0.008684	0.000130	0.011019	0.000146	0.022601	0.000210	0.009214	0.000135	0.012165	0.000154	
0.4100	0.3251	0.0007	4.1033	0.016750	0.000181	0.062060	0.000340	0.116329	0.000452	0.004366	0.000092	0.029735	0.000239	0.018067	0.000188	0.006746	0.000114	0.008690	0.000130	0.013159	0.000160	0.028937	0.000236	0.013793	0.000162	0.014571	0.000168	0.125447	0.000467	0.045162	0.000293	0.014354	0.000167	0.010725	0.000145	0.017758	0.000186	0.022476	0.000208	0.008680	0.000129	0.006537	0.000113	0.022710	0.000210	0.018161	0.000188	0.022199	0.000207	0.235906	0.000599	0.011226	0.000149	0.037096	0.000267	0.006027	0.000109	0.008410	0.000128	0.010732	0.000145	0.022304	0.000208	0.008923	0.000133	0.011964	0.000153	
0.4200	0.3196	0.0007	4.0780	0.016424	0.000179	0.061706	0.000339	0.117059	0.000454	0.004190	0.000090	0.029449	0.000238	0.017794	0.000187	0.006604	0.000113	0.008433	0.000129	0.012966	0.000159	0.028618	0.000234	0.013635	0.000161	0.014186	0.000166	0.126460	0.000469	0.045322	0.000294	0.013976	0.000165	0.010429	0.000143	0.017497	0.000184	0.022187	0.000207	0.008601	0.000128	0.006347	0.000111	0.022466	0.000209	0.017883	0.000187	0.021938	0.000206	0.240852	0.000603	0.010943	0.000147	0.037060	0.000267	0.005878	0.000107	0.008149	0.000126	0.010474	0.000143	0.022026	0.000207	0.008660	0.000131	0.011788	0.000152	
0.4300	0.3143	0.0007	4.0526	0.016145	0.000177	0.061299	0.000338	0.117752	0.000455	0.004030	0.000088	0.029211	0.000237	0.017530	0.000185	0.006410	0.000111	0.008187	0.000127	0.012856	0.000158	0.028235	0.000233	0.013429	0.000160	0.013843	0.000164	0.127493	0.000470	0.045377	0.000294	0.013620	0.000163	0.010162	0.000141	0.017239	0.000183	0.021860	0.000205	0.008483	0.000127	0.006204	0.000110	0.022207	0.000208	0.017638	0.000186	0.021644	0.000204	0.245838	0.000608	0.010673	0.000145	0.037020	0.000267	0.005707	0.000106	0.007892	0.000124	0.010154	0.000141	0.021794	0.000206	0.008407	0.000129	0.011660	0.000151	
0.4400	0.3090	0.0007	4.0274	0.015865	0.000176	0.060862	0.000337	0.118404	0.000456	0.003944	0.000087	0.028930	0.000236	0.017275	0.000184	0.006251	0.000109	0.007941	0.000125	0.012744	0.000157	0.027897	0.000231	0.013254	0.000159	0.013468	0.000162	0.128435	0.000472	0.045473	0.000294	0.013296	0.000161	0.009918	0.000139	0.016999	0.000182	0.021583	0.000204	0.008330	0.000126	0.006057	0.000109	0.021938	0.000207	0.017357	0.000184	0.021322	0.000203	0.250846	0.000612	0.010399	0.000143	0.036964	0.000266	0.005550	0.000104	0.007635	0.000122	0.009853	0.000139	0.021527	0.000205	0.008168	0.000127	0.011516	0.000150	
0.4500	0.3037	0.0006	4.0023	0.015575	0.000174	0.060349	0.000336	0.118995	0.000457	0.003861	0.000086	0.028615	0.000234	0.017006	0.000182	0.006068	0.000108	0.007711	0.000123	0.012672	0.000157	0.027615	0.000230	0.013078	0.000158	0.013141	0.000160	0.129390	0.000473	0.045574	0.000294	0.012953	0.000159	0.009645	0.000137	0.016757	0.000181	0.021273	0.000203	0.008231	0.000126	0.005910	0.000108	0.021691	0.000206	0.017092	0.000183	0.021010	0.000201	0.255828	0.000616	0.010109	0.000141	0.036946	0.000266	0.005419	0.000103	0.007389	0.000120	0.009599	0.000137	0.021263	0.000204	0.007933	0.000125	0.011302	0.000148	
0.4600	0.2985	0.0006	3.9773	0.015363	0.000173	0.059879	0.000335	0.119542	0.000458	0.003755	0.000085	0.028279	0.000233	0.016748	0.000181	0.005850	0.000106	0.007516	0.000121	0.012598	0.000157	0.027334	0.000229	0.012917	0.000157	0.012864	0.000158	0.130292	0.000475	0.045658	0.000295	0.012581	0.000157	0.009327	0.000135	0.016475	0.000179	0.021056	0.000202	0.008134	0.000125	0.005756	0.000106	0.021437	0.000204	0.016824	0.000182	0.020637	0.000200	0.260745	0.000620	0.009856	0.000139	0.036910	0.000266	0.005291	0.000102	0.007142	0.000118	0.009337	0.000135	0.021013	0.000202	0.007686	0.000123	0.011197	0.000148	
0.4700	0.2935	0.0006	3.9527	0.015100	0.000172	0.059386	0.000333	0.120091	0.000459	0.003681	0.000084	0.028047	0.000232	0.016488	0.000180	0.005739	0.000105	0.007337	0.000120	0.012431	0.000156	0.026959	0.000228	0.012753	0.000156	0.012467	0.000156	0.131131	0.000476	0.045781	0.000295	0.012250	0.000155	0.009073	0.000133	0.016198	0.000177	0.020836	0.000200	0.008002	0.000124	0.005635	0.000105	0.021231	0.000203	0.016576	0.000180	0.020327	0.000198	0.265594	0.000623	0.009587	0.000137	0.036861	0.000266	0.005140	0.000100	0.006901	0.000116	0.009057	0.000133	0.020750	0.000201	0.007471	0.000121	0.011119	0.000147	
0.4800	0.2886	0.0006	3.9281	0.014848	0.000170	0.058974	0.000332	0.120438	0.000459	0.003551	0.000082	0.027754	0.000231	0.016256	0.000178	0.005634	0.000104	0.007083	0.000118	0.012301	0.000155	0.026701	0.000227	0.012647	0.000155	0.012150	0.000154	0.132040	0.000478	0.045845	0.000295	0.011947	0.000153	0.008889	0.000132	0.015975	0.000176	0.020524	0.000199	0.007922	0.000123	0.005497	0.000104	0.020953	0.000202	0.016331	0.000179	0.020014	0.000197	0.270403	0.000627	0.009373	0.000136	0.036843	0.000266	0.004994	0.000099	0.006707	0.000115	0.008768	0.000131	0.020494	0.000200	0.007228	0.000119	0.010916	0.000146	
0.4900	0.2839	0.0006	3.9040	0.014605	0.000169	0.058551	0.000331	0.120869	0.000460	0.003392	0.000081	0.027355	0.000229	0.015984	0.000177	0.005503	0.000103	0.006871	0.000116	0.012238	0.000154	0.026374	0.000225	0.012589	0.000155	0.011826	0.000152	0.132776	0.000479	0.045873	0.000295	0.011677	0.000151	0.008654	0.000130	0.015764	0.000175	0.020230	0.000198	0.007894	0.000123	0.005416	0.000103	0.020708	0.000201	0.016078	0.000178	0.019737	0.000195	0.275186	0.000630	0.009122	0.000134	0.036822	0.000266	0.004851	0.000097	0.006520	0.000113	0.008496	0.000129	0.020237	0.000199	0.007031	0.000118	0.010773	0.000145	
0.5000	0.2791	0.0006	3.8794	0.014339	0.000167	0.058023	0.000330	0.121312	0.000461	0.003275	0.000079	0.027118	0.000228	0.015757	0.000176	0.005368	0.000101	0.006707	0.000115	0.012081	0.000153	0.026016	0.000224	0.012437	0.000154	0.011508	0.000150	0.133544	0.000480	0.045962	0.000296	0.011411	0.000149	0.008440	0.000128	0.015559	0.000174	0.019849	0.000196	0.007885	0.000123	0.005278	0.000102	0.020435	0.000200	0.015818	0.000176	0.019409	0.000194	0.280035	0.000634	0.008897	0.000132	0.036747	0.000266	0.004715	0.000096	0.006314	0.000111	0.008263	0.000127	0.020013	0.000198	0.006819	0.000116	0.010665	0.000144	
0.5100	0.2744	0.0006	3.8543	0.014095	0.000166	0.057498	0.000328	0.121603	0.000461	0.003205	0.000078	0.026816	0.000227	0.015493	0.000174	0.005240	0.000100	0.006498	0.000113	0.012040	0.000153	0.025695	0.000222	0.012236	0.000153	0.011215	0.000148	0.134385	0.000481	0.046005	0.000296	0.011081	0.000147	0.008238	0.000127	0.015307	0.000173	0.019567	0.000194	0.007736	0.000122	0.005127	0.000100	0.020209	0.000199	0.015588	0.000175	0.019073	0.000192	0.284991	0.000637	0.008671	0.000131	0.036727	0.000266	0.004600	0.000095	0.006101	0.000110	0.008047	0.000125	0.019769	0.000196	0.006615	0.000114	0.010529	0.000143	
0.5200	0.2697	0.0006	3.8298	0.013878	0.000165	0.056970	0.000327	0.121883	0.000462	0.003143	0.000078	0.026467	0.000226	0.015242	0.000173	0.005107	0.000099	0.006287	0.000111	0.011961	0.000153	0.025381	0.000221	0.012188	0.000152	0.010936	0.000146	0.135272	0.000482	0.046063	0.000296	0.010777	0.000145	0.008015	0.000125	0.015040	0.000171	0.019282	0.000193	0.007643	0.000121	0.005033	0.000099	0.019973	0.000197	0.015341	0.000173	0.018727	0.000190	0.289743	0.000640	0.008426	0.000129	0.036679	0.000265	0.004473	0.000094	0.005922	0.000108	0.007807	0.000124	0.019505	0.000195	0.006433	0.000113	0.010403	0.000142	
0.5300	0.2652	0.0006	3.8055	0.013619	0.000163	0.056426	0.000325	0.122223	0.000462	0.003059	0.000077	0.026141	0.000224	0.015011	0.000172	0.004960	0.000098	0.006096	0.000110	0.011850	0.000152	0.025068	0.000220	0.012092	0.000152	0.010686	0.000144	0.135913	0.000483	0.046095	0.000296	0.010458	0.000143	0.007799	0.000123	0.014855	0.000170	0.018925	0.000191	0.007601	0.000120	0.004945	0.000098	0.019736	0.000196	0.015100	0.000172	0.018455	0.000189	0.294579	0.000643	0.008220	0.000127	0.036596	0.000265	0.004365	0.000092	0.005780	0.000107	0.007556	0.000122	0.019278	0.000194	0.006226	0.000111	0.010288	0.000142	
0.5400	0.2609	0.0006	3.7811	0.013339	0.000161	0.055968	0.000324	0.122440	0.000463	0.002974	0.000076	0.025877	0.000223	0.014763	0.000170	0.004838	0.000096	0.005920	0.000108	0.011787	0.000151	0.024708	0.000218	0.011875	0.000151	0.010438	0.000143	0.136617	0.000485	0.046119	0.000296	0.010206	0.000141	0.007570	0.000122	0.014615	0.000169	0.018597	0.000190	0.007535	0.000120	0.004881	0.000098	0.019516	0.000195	0.014872	0.000171	0.018228	0.000188	0.299368	0.000646	0.008005	0.000126	0.036521	0.000265	0.004236	0.000091	0.005604	0.000105	0.007327	0.000120	0.019015	0.000193	0.006043	0.000109	0.010197	0.000141	
0.5500	0.2565	0.0006	3.7568	0.013124	0.000160	0.055347	0.000322	0.122620	0.000463	0.002895	0.000075	0.025573	0.000222	0.014565	0.000169	0.004716	0.000095	0.005749	0.000106	0.011704	0.000151	0.024374	0.000217	0.011752	0.000150	0.010191	0.000141	0.137360	0.000486	0.046120	0.000296	0.009890	0.000139	0.007399	0.000120	0.014434	0.000168	0.018336	0.000188	0.007361	0.000119	0.004771	0.000097	0.019263	0.000194	0.014619	0.000169	0.017953	0.000187	0.304164	0.000649	0.007804	0.000124	0.036439	0.000265	0.004133	0.000090	0.005417	0.000103	0.007153	0.000118	0.018782	0.000192	0.005877	0.000108	0.010116	0.000140	
0.5600	0.2521	0.0006	3.7329	0.012935	0.000159	0.054745	0.000321	0.122967	0.000463	0.002835	0.000074	0.025265	0.000221	0.014340	0.000168	0.004564	0.000094	0.005559	0.000105	0.011617	0.000150	0.024153	0.000216	0.011650	0.000149	0.009951	0.000140	0.137892	0.000486	0.046143	0.000296	0.009568	0.000137	0.007199	0.000119	0.014230	0.000167	0.018100	0.000187	0.007252	0.000118	0.004674	0.000096	0.019043	0.000193	0.014402	0.000168	0.017631	0.000185	0.308823	0.000652	0.007625	0.000123	0.036370	0.000264	0.004022	0.000089	0.005266	0.000102	0.006974	0.000117	0.018526	0.000190	0.005688	0.000106	0.009994	0.000140	
0.5700	0.2478	0.0006	3.7087	0.012701	0.000158	0.054224	0.000319	0.123080	0.000464	0.002729	0.000072	0.025012	0.000220	0.014102	0.000166	0.004440	0.000092	0.005388	0.000103	0.011517	0.000150	0.023913	0.000215	0.011493	0.000148	0.009717	0.000138	0.138477	0.000487	0.046146	0.000296	0.009341	0.000135	0.007017	0.000117	0.014043	0.000165	0.017785	0.000186	0.007154	0.000117	0.004605	0.000095	0.018809	0.000192	0.014192	0.000167	0.017365	0.000183	0.313584	0.000655	0.007410	0.000121	0.036297	0.000264	0.003916	0.000088	0.005100	0.000100	0.006762	0.000115	0.018286	0.000189	0.005519	0.000105	0.009877	0.000139	
0.5800	0.2436	0.0006	3.6845	0.012440	0.000156	0.053722	0.000318	0.123199	0.000464	0.002676	0.000072	0.024744	0.000218	0.013876	0.000165	0.004308	0.000091	0.005236	0.000101	0.011434	0.000149	0.023654	0.000214	0.011353	0.000147	0.009472	0.000136	0.139023	0.000488	0.046164	0.000296	0.009109	0.000134	0.006802	0.000115	0.013889	0.000165	0.017536	0.000184	0.006977	0.000116	0.004508	0.000094	0.018571	0.000190	0.013937	0.000165	0.017091	0.000182	0.318322	0.000658	0.007204	0.000119	0.036231	0.000264	0.003852	0.000087	0.004943	0.000099	0.006525	0.000113	0.018049	0.000188	0.005375	0.000103	0.009777	0.000138	
0.5900	0.2396	0.0006	3.6606	0.012254	0.000155	0.053151	0.000316	0.123331	0.000464	0.002600	0.000071	0.024439	0.000217	0.013647	0.000164	0.004207	0.000090	0.005065	0.000100	0.011382	0.000149	0.023307	0.000212	0.011189	0.000146	0.009282	0.000135	0.139523	0.000489	0.046183	0.000296	0.008856	0.000132	0.006631	0.000114	0.013683	0.000163	0.017314	0.000183	0.006782	0.000114	0.004411	0.000093	0.018400	0.000190	0.013742	0.000164	0.016777	0.000180	0.323037	0.000660	0.007037	0.000118	0.036128	0.000264	0.003760	0.000086	0.004815	0.000097	0.006387	0.000112	0.017776	0.000186	0.005207	0.000101	0.009695	0.000137	
0.6000	0.2356	0.0006	3.6372	0.012092	0.000154	0.052572	0.000315	0.123329	0.000464	0.002562	0.000070	0.024188	0.000216	0.013415	0.000162	0.004099	0.000089	0.004938	0.000098	0.011322	0.000148	0.022993	0.000211	0.011003	0.000145	0.009077	0.000133	0.139931	0.000490	0.046136	0.000296	0.008621	0.000130	0.006433	0.000112	0.013509	0.000162	0.017047	0.000182	0.006726	0.000113	0.004325	0.000092	0.018196	0.000189	0.013520	0.000163	0.016509	0.000179	0.327842	0.000663	0.006851	0.000116	0.036016	0.000263	0.003704	0.000085	0.004649	0.000096	0.006228	0.000110	0.017513	0.000185	0.005047	0.000100	0.009607	0.000137	
0.6100	0.2317	0.0006	3.6139	0.011884	0.000152	0.052077	0.000313	0.123368	0.000464	0.002524	0.000070	0.023981	0.000215	0.013205	0.000161	0.003999	0.000088	0.004812	0.000097	0.011228	0.000148	0.022733	0.000210	0.010872	0.000144	0.008829	0.000131	0.140330	0.000490	0.046127	0.000296	0.008375	0.000128	0.006264	0.000111	0.013288	0.000161	0.016766	0.000180	0.006670	0.000113	0.004260	0.000091	0.017970	0.000187	0.013284	0.000162	0.016238	0.000177	0.332481	0.000665	0.006655	0.000115	0.035927	0.000263	0.003632	0.000084	0.004491	0.000094	0.006024	0.000109	0.017277	0.000184	0.004923	0.000099	0.009506	0.000136	
0.6200	0.2279	0.0006	3.5897	0.011686	0.000151	0.051669	0.000312	0.123307	0.000464	0.002420	0.000068	0.023773	0.000214	0.012961	0.000160	0.003866	0.000086	0.004691	0.000096	0.011154	0.000147	0.022452	0.000208	0.010598	0.000142	0.008645	0.000130	0.140653	0.000491	0.046133	0.000296	0.008150	0.000126	0.006108	0.000109	0.013084	0.000160	0.016525	0.000179	0.006584	0.000112	0.004185	0.000090	0.017764	0.000186	0.013082	0.000160	0.015931	0.000176	0.337310	0.000667	0.006475	0.000113	0.035843	0.000263	0.003540	0.000083	0.004347	0.000093	0.005838	0.000107	0.017024	0.000183	0.004785	0.000097	0.009418	0.000136	
0.6300	0.2240	0.0006	3.5664	0.011502	0.000150	0.051122	0.000311	0.123266	0.000464	0.002341	0.000067	0.023536	0.000213	0.012742	0.000158	0.003766	0.000085	0.004542	0.000094	0.011147	0.000147	0.022265	0.000207	0.010399	0.000141	0.008402	0.000128	0.141072	0.000491	0.046099	0.000296	0.007926	0.000125	0.005938	0.000108	0.012974	0.000159	0.016238	0.000177	0.006490	0.000112	0.004139	0.000090	0.017525	0.000185	0.012871	0.000159	0.015641	0.000174	0.341904	0.000670	0.006341	0.000112	0.035765	0.000262	0.003470	0.000082	0.004226	0.000091	0.005638	0.000105	0.016784	0.000181	0.004626	0.000096	0.009302	0.000135	
0.6400	0.2202	0.0006	3.5431	0.011270	0.000148	0.050502	0.000309	0.123246	0.000464	0.002290	0.000066	0.023260	0.000212	0.012538	0.000157	0.003639	0.000084	0.004407	0.000093	0.011087	0.000147	0.022013	0.000206	0.010284	0.000140	0.008174	0.000126	0.141442	0.000492	0.046072	0.000296	0.007717	0.000123	0.005803	0.000107	0.012838	0.000158	0.015966	0.000176	0.006416	0.000111	0.004084	0.000089	0.017291	0.000184	0.012651	0.000158	0.015364	0.000173	0.346560	0.000672	0.006179	0.000111	0.035677	0.000262	0.003367	0.000081	0.004108	0.000090	0.005505	0.000104	0.016553	0.000180	0.004481	0.000094	0.009216	0.000134	
0.6500	0.2165	0.0006	3.5209	0.011115	0.000148	0.049926	0.000307	0.123223	0.000464	0.002262	0.000066	0.023029	0.000211	0.012301	0.000156	0.003560	0.000083	0.004281	0.000092	0.010997	0.000146	0.021684	0.000205	0.010214	0.000140	0.007976	0.000125	0.141801	0.000492	0.046045	0.000296	0.007519	0.000121	0.005649	0.000105	0.012666	0.000157	0.015696	0.000174	0.006382	0.000110	0.004017	0.000089	0.017106	0.000183	0.012442	0.000156	0.015089	0.000171	0.350986	0.000674	0.006005	0.000109	0.035565	0.000262	0.003271	0.000080	0.004003	0.000089	0.005340	0.000102	0.016304	0.000179	0.004358	0.000093	0.009189	0.000134	
0.6600	0.2129	0.0006	3.4980	0.010975	0.000147	0.049349	0.000306	0.123119	0.000464	0.002165	0.000064	0.022825	0.000210	0.012112	0.000154	0.003467	0.000082	0.004165	0.000091	0.010978	0.000146	0.021417	0.000204	0.010108	0.000139	0.007821	0.000124	0.142153	0.000493	0.045957	0.000296	0.007329	0.000120	0.005481	0.000104	0.012502	0.000156	0.015452	0.000173	0.006244	0.000109	0.003925	0.000088	0.016891	0.000182	0.012237	0.000155	0.014796	0.000170	0.355539	0.000676	0.005855	0.000108	0.035432	0.000261	0.003226	0.000080	0.003869	0.000087	0.005188	0.000101	0.016089	0.000178	0.004230	0.000092	0.009106	0.000133	
0.6700	0.2093	0.0006	3.4750	0.010781	0.000145	0.048765	0.000304	0.123100	0.000464	0.002057	0.000063	0.022691	0.000209	0.011944	0.000153	0.003396	0.000081	0.004042	0.000089	0.010943	0.000146	0.021123	0.000202	0.009993	0.000138	0.007582	0.000122	0.142422	0.000493	0.045864	0.000295	0.007143	0.000118	0.005363	0.000103	0.012305	0.000155	0.015273	0.000172	0.006098	0.000108	0.003877	0.000087	0.016666	0.000181	0.012012	0.000154	0.014548	0.000168	0.360054	0.000678	0.005716	0.000106	0.035336	0.000261	0.003169	0.000079	0.003766	0.000086	0.005002	0.000099	0.015864	0.000176	0.004088	0.000090	0.009016	0.000133	
0.6800	0.2059	0.0006	3.4525	0.010579	0.000144	0.048211	0.000302	0.122948	0.000464	0.001976	0.000062	0.022449	0.000208	0.011753	0.000152	0.003310	0.000080	0.003912	0.000088	0.010852	0.000145	0.020826	0.000201	0.009942	0.000138	0.007431	0.000121	0.142631	0.000494	0.045840	0.000295	0.006988	0.000117	0.005243	0.000101	0.012134	0.000154	0.015103	0.000171	0.005948	0.000107	0.003820	0.000086	0.016482	0.000180	0.011820	0.000153	0.014329	0.000167	0.364575	0.000680	0.005550	0.000105	0.035199	0.000260	0.003094	0.000078	0.003650	0.000085	0.004855	0.000098	0.015611	0.000175	0.003966	0.000089	0.008973	0.000132	
0.6900	0.2025	0.0006	3.4300	0.010373	0.000142	0.047631	0.000300	0.122851	0.000463	0.001926	0.000061	0.022190	0.000207	0.011560	0.000151	0.003200	0.000078	0.003829	0.000087	0.010839	0.000145	0.020536	0.000199	0.009874	0.000137	0.007271	0.000119	0.142848	0.000494	0.045782	0.000295	0.006767	0.000115	0.005088	0.000100	0.011951	0.000153	0.014841	0.000170	0.005875	0.000106	0.003770	0.000086	0.016264	0.000178	0.011630	0.000151	0.014091	0.000165	0.369079	0.000681	0.005391	0.000103	0.035075	0.000260	0.003007	0.000077	0.003523	0.000083	0.004744	0.000096	0.015405	0.000174	0.003860	0.000087	0.008929	0.000132	
0.7000	0.1990	0.0006	3.4073	0.010191	0.000141	0.047007	0.000299	0.122688	0.000463	0.001901	0.000060	0.022008	0.000206	0.011376	0.000150	0.003119	0.000077	0.003739	0.000086	0.010832	0.000145	0.020267	0.000198	0.009718	0.000136	0.007127	0.000118	0.143039	0.000494	0.045651	0.000295	0.006567	0.000113	0.004898	0.000098	0.011830	0.000152	0.014579	0.000168	0.005761	0.000105	0.003700	0.000085	0.016032	0.000177	0.011422	0.000150	0.013854	0.000164	0.373670	0.000683	0.005241	0.000102	0.034984	0.000259	0.002948	0.000076	0.003405	0.000082	0.004629	0.000095	0.015223	0.000173	0.003762	0.000086	0.008829	0.000131	
0.7100	0.1957	0.0006	3.3844	0.010019	0.000140	0.046431	0.000297	0.122562	0.000463	0.001866	0.000060	0.021730	0.000205	0.011194	0.000148	0.002994	0.000076	0.003624	0.000084	0.010797	0.000145	0.020018	0.000197	0.009561	0.000135	0.006966	0.000117	0.143184	0.000494	0.045625	0.000295	0.006406	0.000112	0.004736	0.000096	0.011673	0.000151	0.014384	0.000167	0.005692	0.000104	0.003626	0.000084	0.015800	0.000176	0.011241	0.000149	0.013631	0.000163	0.378203	0.000685	0.005131	0.000101	0.034887	0.000259	0.002887	0.000075	0.003265	0.000080	0.004519	0.000094	0.015002	0.000172	0.003648	0.000085	0.008698	0.000130	
0.7200	0.1923	0.0005	3.3622	0.009858	0.000139	0.045856	0.000295	0.122444	0.000463	0.001821	0.000059	0.021462	0.000204	0.011002	0.000147	0.002910	0.000075	0.003521	0.000083	0.010729	0.000145	0.019762	0.000196	0.009550	0.000135	0.006777	0.000115	0.143436	0.000495	0.045601	0.000295	0.006253	0.000111	0.004613	0.000095	0.011522	0.000150	0.014137	0.000166	0.005611	0.000104	0.003574	0.000084	0.015604	0.000175	0.011071	0.000148	0.013297	0.000161	0.382543	0.000686	0.005012	0.000100	0.034748	0.000259	0.002842	0.000075	0.003173	0.000079	0.004348	0.000092	0.014736	0.000170	0.003526	0.000084	0.008659	0.000130	
