Time	TH	ErrorTH	H	HD=0	HD=1	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
0.5400	0.2609	0.0006	3.7811	0.7646	0.2354	A -- B -- D	0.004236	0.000091	A	0.006043	0.000109	A -- D	0.014872	0.000171	A -- B -- C	0.013339	0.000161	A -- C	0.014763	0.000170	A -- C -- D	0.036521	0.000265	A -- B	0.005604	0.000105	A -- B -- C -- D	0.010197	0.000141	A -- B -- T -- D	0.004881	0.000098	T	0.002974	0.000076	A -- T	0.008005	0.000126	A -- B -- T -- C	0.014615	0.000169	B -- D	0.010206	0.000141	B -- T	0.007570	0.000122	A -- B -- T	0.005920	0.000108	T -- D	0.004838	0.000096	C	0.136617	0.000485	D	0.122440	0.000463	C -- D	0.299368	0.000646	B -- T -- C	0.018597	0.000190	A -- B -- T -- C -- D	0.011787	0.000151	<nil>	0.055968	0.000324	T -- C -- D	0.011875	0.000151	B -- C -- D	0.024708	0.000218	B	0.007327	0.000120	A -- T -- C	0.019516	0.000195	B -- T -- C -- D	0.025877	0.000223	B -- C	0.018228	0.000188	A -- T -- C -- D	0.046119	0.000296	T -- C	0.007535	0.000120	A -- T -- D	0.019015	0.000193	B -- T -- D	0.010438	0.000143
0.5500	0.2565	0.0006	3.7568	0.7671	0.2329	A -- B -- D	0.004133	0.000090	A	0.005877	0.000108	A -- D	0.014619	0.000169	A -- B -- C	0.013124	0.000160	A -- C	0.014565	0.000169	A -- C -- D	0.036439	0.000265	A -- B	0.005417	0.000103	A -- B -- C -- D	0.010116	0.000140	A -- T	0.007804	0.000124	A -- B -- T -- D	0.004771	0.000097	A -- B -- T	0.005749	0.000106	T	0.002895	0.000075	A -- B -- T -- C	0.014434	0.000168	B -- D	0.009890	0.000139	B -- T	0.007399	0.000120	T -- D	0.004716	0.000095	C	0.137360	0.000486	D	0.122620	0.000463	C -- D	0.304164	0.000649	B -- T -- C	0.018336	0.000188	A -- B -- T -- C -- D	0.011704	0.000151	<nil>	0.055347	0.000322	T -- C -- D	0.011752	0.000150	B -- C -- D	0.024374	0.000217	B	0.007153	0.000118	A -- T -- C	0.019263	0.000194	B -- T -- C -- D	0.025573	0.000222	B -- C	0.017953	0.000187	A -- T -- C -- D	0.046120	0.000296	T -- C	0.007361	0.000119	A -- T -- D	0.018782	0.000192	B -- T -- D	0.010191	0.000141
0.5600	0.2521	0.0006	3.7329	0.7696	0.2304	A -- B -- D	0.004022	0.000089	A	0.005688	0.000106	A -- D	0.014402	0.000168	A -- B -- C	0.012935	0.000159	A -- C	0.014340	0.000168	A -- C -- D	0.036370	0.000264	A -- B	0.005266	0.000102	A -- B -- C -- D	0.009994	0.000140	A -- T	0.007625	0.000123	A -- B -- T -- D	0.004674	0.000096	B -- D	0.009568	0.000137	T	0.002835	0.000074	A -- B -- T	0.005559	0.000105	A -- B -- T -- C	0.014230	0.000167	B -- T	0.007199	0.000119	T -- D	0.004564	0.000094	C	0.137892	0.000486	D	0.122967	0.000463	C -- D	0.308823	0.000652	B -- T -- C	0.018100	0.000187	A -- B -- T -- C -- D	0.011617	0.000150	<nil>	0.054745	0.000321	T -- C -- D	0.011650	0.000149	B -- C -- D	0.024153	0.000216	B	0.006974	0.000117	A -- T -- C	0.019043	0.000193	B -- T -- C -- D	0.025265	0.000221	B -- C	0.017631	0.000185	A -- T -- C -- D	0.046143	0.000296	T -- C	0.007252	0.000118	A -- T -- D	0.018526	0.000190	B -- T -- D	0.009951	0.000140
0.5700	0.2478	0.0006	3.7087	0.7721	0.2279	A -- B -- D	0.003916	0.000088	A -- D	0.014192	0.000167	A	0.005519	0.000105	A -- B -- C	0.012701	0.000158	A -- C	0.014102	0.000166	A -- C -- D	0.036297	0.000264	A -- B	0.005100	0.000100	A -- B -- C -- D	0.009877	0.000139	A -- T	0.007410	0.000121	A -- B -- T -- D	0.004605	0.000095	B -- D	0.009341	0.000135	T	0.002729	0.000072	A -- B -- T	0.005388	0.000103	A -- B -- T -- C	0.014043	0.000165	B -- T	0.007017	0.000117	T -- D	0.004440	0.000092	C	0.138477	0.000487	D	0.123080	0.000464	C -- D	0.313584	0.000655	B -- T -- C	0.017785	0.000186	A -- B -- T -- C -- D	0.011517	0.000150	<nil>	0.054224	0.000319	T -- C -- D	0.011493	0.000148	B -- C -- D	0.023913	0.000215	B	0.006762	0.000115	A -- T -- C	0.018809	0.000192	B -- T -- C -- D	0.025012	0.000220	B -- C	0.017365	0.000183	A -- T -- C -- D	0.046146	0.000296	T -- C	0.007154	0.000117	A -- T -- D	0.018286	0.000189	B -- T -- D	0.009717	0.000138
0.5800	0.2436	0.0006	3.6845	0.7745	0.2255	A -- B -- D	0.003852	0.000087	A -- D	0.013937	0.000165	A	0.005375	0.000103	A -- B -- C	0.012440	0.000156	A -- C	0.013876	0.000165	A -- C -- D	0.036231	0.000264	A -- B	0.004943	0.000099	A -- B -- C -- D	0.009777	0.000138	A -- T	0.007204	0.000119	A -- B -- T -- D	0.004508	0.000094	B -- D	0.009109	0.000134	T	0.002676	0.000072	A -- B -- T	0.005236	0.000101	A -- B -- T -- C	0.013889	0.000165	B -- T	0.006802	0.000115	T -- D	0.004308	0.000091	C	0.139023	0.000488	D	0.123199	0.000464	C -- D	0.318322	0.000658	B -- T -- C	0.017536	0.000184	A -- B -- T -- C -- D	0.011434	0.000149	<nil>	0.053722	0.000318	T -- C -- D	0.011353	0.000147	B -- C -- D	0.023654	0.000214	B	0.006525	0.000113	A -- T -- C	0.018571	0.000190	B -- T -- C -- D	0.024744	0.000218	B -- C	0.017091	0.000182	A -- T -- C -- D	0.046164	0.000296	T -- C	0.006977	0.000116	A -- T -- D	0.018049	0.000188	B -- T -- D	0.009472	0.000136
0.5900	0.2396	0.0006	3.6606	0.7768	0.2232	A -- B -- D	0.003760	0.000086	A -- D	0.013742	0.000164	A	0.005207	0.000101	A -- B -- C	0.012254	0.000155	A -- C	0.013647	0.000164	A -- C -- D	0.036128	0.000264	A -- B	0.004815	0.000097	A -- B -- C -- D	0.009695	0.000137	A -- T	0.007037	0.000118	A -- B -- T -- D	0.004411	0.000093	B -- D	0.008856	0.000132	T	0.002600	0.000071	A -- B -- T	0.005065	0.000100	B -- T	0.006631	0.000114	T -- D	0.004207	0.000090	B -- T -- D	0.009282	0.000135	C	0.139523	0.000489	D	0.123331	0.000464	C -- D	0.323037	0.000660	B -- T -- C	0.017314	0.000183	A -- B -- T -- C -- D	0.011382	0.000149	<nil>	0.053151	0.000316	T -- C -- D	0.011189	0.000146	B -- C -- D	0.023307	0.000212	B	0.006387	0.000112	A -- T -- C	0.018400	0.000190	B -- T -- C -- D	0.024439	0.000217	A -- B -- T -- C	0.013683	0.000163	B -- C	0.016777	0.000180	A -- T -- C -- D	0.046183	0.000296	T -- C	0.006782	0.000114	A -- T -- D	0.017776	0.000186
0.6000	0.2356	0.0006	3.6372	0.7792	0.2208	A -- B -- D	0.003704	0.000085	A -- D	0.013520	0.000163	A	0.005047	0.000100	A -- B -- C	0.012092	0.000154	A -- C	0.013415	0.000162	A -- C -- D	0.036016	0.000263	A -- B	0.004649	0.000096	A -- B -- C -- D	0.009607	0.000137	A -- T	0.006851	0.000116	A -- B -- T -- D	0.004325	0.000092	B -- D	0.008621	0.000130	T	0.002562	0.000070	A -- B -- T	0.004938	0.000098	B -- C	0.016509	0.000179	B -- T	0.006433	0.000112	T -- D	0.004099	0.000089	C	0.139931	0.000490	D	0.123329	0.000464	C -- D	0.327842	0.000663	B -- T -- C	0.017047	0.000182	A -- B -- T -- C -- D	0.011322	0.000148	<nil>	0.052572	0.000315	T -- C -- D	0.011003	0.000145	B -- C -- D	0.022993	0.000211	B	0.006228	0.000110	A -- T -- C	0.018196	0.000189	B -- T -- C -- D	0.024188	0.000216	A -- B -- T -- C	0.013509	0.000162	A -- T -- C -- D	0.046136	0.000296	T -- C	0.006726	0.000113	A -- T -- D	0.017513	0.000185	B -- T -- D	0.009077	0.000133
0.6100	0.2317	0.0006	3.6139	0.7815	0.2185	A -- B -- D	0.003632	0.000084	A -- D	0.013284	0.000162	A	0.004923	0.000099	A -- B -- C	0.011884	0.000152	A -- C	0.013205	0.000161	A -- C -- D	0.035927	0.000263	A -- B	0.004491	0.000094	A -- B -- C -- D	0.009506	0.000136	A -- T	0.006655	0.000115	A -- B -- T -- D	0.004260	0.000091	T	0.002524	0.000070	B -- D	0.008375	0.000128	A -- B -- T	0.004812	0.000097	B -- T -- D	0.008829	0.000131	B -- T	0.006264	0.000111	T -- D	0.003999	0.000088	C	0.140330	0.000490	D	0.123368	0.000464	C -- D	0.332481	0.000665	B -- T -- C	0.016766	0.000180	A -- B -- T -- C -- D	0.011228	0.000148	<nil>	0.052077	0.000313	T -- C -- D	0.010872	0.000144	B -- C -- D	0.022733	0.000210	B	0.006024	0.000109	A -- T -- C	0.017970	0.000187	B -- T -- C -- D	0.023981	0.000215	A -- B -- T -- C	0.013288	0.000161	A -- T -- C -- D	0.046127	0.000296	T -- C	0.006670	0.000113	A -- T -- D	0.017277	0.000184	B -- C	0.016238	0.000177
0.6200	0.2279	0.0006	3.5897	0.7838	0.2162	A -- B -- D	0.003540	0.000083	A -- B -- C	0.011686	0.000151	A -- D	0.013082	0.000160	A	0.004785	0.000097	A -- C	0.012961	0.000160	A -- C -- D	0.035843	0.000263	A -- B	0.004347	0.000093	A -- B -- C -- D	0.009418	0.000136	A -- T	0.006475	0.000113	T	0.002420	0.000068	A -- B -- T -- D	0.004185	0.000090	B -- D	0.008150	0.000126	A -- B -- T	0.004691	0.000096	B -- T -- D	0.008645	0.000130	B -- T	0.006108	0.000109	T -- D	0.003866	0.000086	C	0.140653	0.000491	D	0.123307	0.000464	C -- D	0.337310	0.000667	B -- T -- C	0.016525	0.000179	A -- B -- T -- C -- D	0.011154	0.000147	<nil>	0.051669	0.000312	T -- C -- D	0.010598	0.000142	B -- C -- D	0.022452	0.000208	B	0.005838	0.000107	A -- T -- C	0.017764	0.000186	B -- T -- C -- D	0.023773	0.000214	A -- B -- T -- C	0.013084	0.000160	A -- T -- C -- D	0.046133	0.000296	T -- C	0.006584	0.000112	A -- T -- D	0.017024	0.000183	B -- C	0.015931	0.000176
0.6300	0.2240	0.0006	3.5664	0.7859	0.2141	A -- B -- D	0.003470	0.000082	A -- B -- C	0.011502	0.000150	A -- D	0.012871	0.000159	A	0.004626	0.000096	A -- C	0.012742	0.000158	A -- C -- D	0.035765	0.000262	A -- B	0.004226	0.000091	A -- B -- C -- D	0.009302	0.000135	A -- T	0.006341	0.000112	T	0.002341	0.000067	A -- B -- T -- D	0.004139	0.000090	B -- D	0.007926	0.000125	A -- B -- T	0.004542	0.000094	B -- T -- D	0.008402	0.000128	B -- T	0.005938	0.000108	T -- D	0.003766	0.000085	C	0.141072	0.000491	D	0.123266	0.000464	C -- D	0.341904	0.000670	B -- T -- C	0.016238	0.000177	A -- B -- T -- C -- D	0.011147	0.000147	<nil>	0.051122	0.000311	T -- C -- D	0.010399	0.000141	B -- C -- D	0.022265	0.000207	B	0.005638	0.000105	A -- T -- C	0.017525	0.000185	B -- T -- C -- D	0.023536	0.000213	A -- B -- T -- C	0.012974	0.000159	A -- T -- C -- D	0.046099	0.000296	T -- C	0.006490	0.000112	A -- T -- D	0.016784	0.000181	B -- C	0.015641	0.000174
0.6400	0.2202	0.0006	3.5431	0.7882	0.2118	A -- B -- D	0.003367	0.000081	A -- B -- C	0.011270	0.000148	A -- D	0.012651	0.000158	A	0.004481	0.000094	A -- C	0.012538	0.000157	A -- C -- D	0.035677	0.000262	A -- B	0.004108	0.000090	A -- B -- C -- D	0.009216	0.000134	A -- T	0.006179	0.000111	T	0.002290	0.000066	A -- B -- T -- D	0.004084	0.000089	B -- D	0.007717	0.000123	A -- B -- T	0.004407	0.000093	B -- T -- D	0.008174	0.000126	B -- T	0.005803	0.000107	T -- D	0.003639	0.000084	C	0.141442	0.000492	D	0.123246	0.000464	C -- D	0.346560	0.000672	B -- T -- C	0.015966	0.000176	A -- B -- T -- C -- D	0.011087	0.000147	<nil>	0.050502	0.000309	T -- C -- D	0.010284	0.000140	B -- C -- D	0.022013	0.000206	B	0.005505	0.000104	A -- T -- C	0.017291	0.000184	B -- T -- C -- D	0.023260	0.000212	A -- B -- T -- C	0.012838	0.000158	A -- T -- C -- D	0.046072	0.000296	T -- C	0.006416	0.000111	A -- T -- D	0.016553	0.000180	B -- C	0.015364	0.000173
0.6500	0.2165	0.0006	3.5209	0.7903	0.2097	A -- B -- D	0.003271	0.000080	A -- B -- C	0.011115	0.000148	A -- D	0.012442	0.000156	A	0.004358	0.000093	A -- C	0.012301	0.000156	A -- C -- D	0.035565	0.000262	A -- B	0.004003	0.000089	A -- B -- C -- D	0.009189	0.000134	A -- T	0.006005	0.000109	T	0.002262	0.000066	A -- B -- T -- D	0.004017	0.000089	B -- D	0.007519	0.000121	A -- B -- T	0.004281	0.000092	B -- T -- D	0.007976	0.000125	B -- T	0.005649	0.000105	T -- D	0.003560	0.000083	C	0.141801	0.000492	D	0.123223	0.000464	C -- D	0.350986	0.000674	B -- T -- C	0.015696	0.000174	A -- B -- T -- C -- D	0.010997	0.000146	<nil>	0.049926	0.000307	T -- C -- D	0.010214	0.000140	B -- C -- D	0.021684	0.000205	B	0.005340	0.000102	A -- T -- C	0.017106	0.000183	B -- T -- C -- D	0.023029	0.000211	A -- B -- T -- C	0.012666	0.000157	A -- T -- C -- D	0.046045	0.000296	T -- C	0.006382	0.000110	A -- T -- D	0.016304	0.000179	B -- C	0.015089	0.000171
0.6600	0.2129	0.0006	3.4980	0.7925	0.2075	A -- B -- D	0.003226	0.000080	A -- B -- C	0.010975	0.000147	A -- D	0.012237	0.000155	A	0.004230	0.000092	A -- C	0.012112	0.000154	A -- C -- D	0.035432	0.000261	A -- B	0.003869	0.000087	A -- B -- C -- D	0.009106	0.000133	A -- T	0.005855	0.000108	T	0.002165	0.000064	A -- B -- T -- D	0.003925	0.000088	B -- D	0.007329	0.000120	A -- B -- T	0.004165	0.000091	B -- T -- D	0.007821	0.000124	T -- D	0.003467	0.000082	B -- T	0.005481	0.000104	C	0.142153	0.000493	D	0.123119	0.000464	C -- D	0.355539	0.000676	B -- T -- C	0.015452	0.000173	A -- B -- T -- C -- D	0.010978	0.000146	<nil>	0.049349	0.000306	T -- C -- D	0.010108	0.000139	B -- C -- D	0.021417	0.000204	B	0.005188	0.000101	A -- T -- C	0.016891	0.000182	B -- T -- C -- D	0.022825	0.000210	A -- B -- T -- C	0.012502	0.000156	A -- T -- C -- D	0.045957	0.000296	T -- C	0.006244	0.000109	A -- T -- D	0.016089	0.000178	B -- C	0.014796	0.000170
0.6700	0.2093	0.0006	3.4750	0.7946	0.2054	A -- B -- D	0.003169	0.000079	A -- B -- C	0.010781	0.000145	A -- D	0.012012	0.000154	A	0.004088	0.000090	A -- C	0.011944	0.000153	A -- C -- D	0.035336	0.000261	A -- B	0.003766	0.000086	A -- B -- C -- D	0.009016	0.000133	A -- T	0.005716	0.000106	T	0.002057	0.000063	A -- B -- T -- D	0.003877	0.000087	B -- D	0.007143	0.000118	A -- B -- T	0.004042	0.000089	B -- T -- D	0.007582	0.000122	T -- D	0.003396	0.000081	B -- T	0.005363	0.000103	C	0.142422	0.000493	D	0.123100	0.000464	C -- D	0.360054	0.000678	B -- T -- C	0.015273	0.000172	A -- B -- T -- C -- D	0.010943	0.000146	<nil>	0.048765	0.000304	T -- C -- D	0.009993	0.000138	B -- C -- D	0.021123	0.000202	B	0.005002	0.000099	A -- T -- C	0.016666	0.000181	B -- T -- C -- D	0.022691	0.000209	A -- B -- T -- C	0.012305	0.000155	A -- T -- C -- D	0.045864	0.000295	T -- C	0.006098	0.000108	A -- T -- D	0.015864	0.000176	B -- C	0.014548	0.000168
0.6800	0.2059	0.0006	3.4525	0.7968	0.2032	A -- B -- D	0.003094	0.000078	A -- B -- C	0.010579	0.000144	A -- D	0.011820	0.000153	A	0.003966	0.000089	A -- C	0.011753	0.000152	A -- C -- D	0.035199	0.000260	A -- B	0.003650	0.000085	A -- B -- C -- D	0.008973	0.000132	A -- T	0.005550	0.000105	T	0.001976	0.000062	B	0.004855	0.000098	A -- B -- T -- D	0.003820	0.000086	B -- D	0.006988	0.000117	A -- B -- T	0.003912	0.000088	T -- D	0.003310	0.000080	B -- T -- D	0.007431	0.000121	C	0.142631	0.000494	D	0.122948	0.000464	C -- D	0.364575	0.000680	B -- T -- C	0.015103	0.000171	A -- B -- T -- C -- D	0.010852	0.000145	<nil>	0.048211	0.000302	T -- C -- D	0.009942	0.000138	B -- C -- D	0.020826	0.000201	A -- T -- C	0.016482	0.000180	B -- T -- C -- D	0.022449	0.000208	A -- B -- T -- C	0.012134	0.000154	A -- T -- C -- D	0.045840	0.000295	T -- C	0.005948	0.000107	A -- T -- D	0.015611	0.000175	B -- C	0.014329	0.000167	B -- T	0.005243	0.000101
0.6900	0.2025	0.0006	3.4300	0.7988	0.2012	A -- B -- D	0.003007	0.000077	A -- B -- C	0.010373	0.000142	A -- D	0.011630	0.000151	A	0.003860	0.000087	A -- C	0.011560	0.000151	A -- C -- D	0.035075	0.000260	A -- B	0.003523	0.000083	A -- B -- C -- D	0.008929	0.000132	A -- T	0.005391	0.000103	T	0.001926	0.000061	B	0.004744	0.000096	A -- B -- T -- D	0.003770	0.000086	B -- D	0.006767	0.000115	A -- B -- T	0.003829	0.000087	T -- D	0.003200	0.000078	B -- T -- D	0.007271	0.000119	C	0.142848	0.000494	D	0.122851	0.000463	C -- D	0.369079	0.000681	B -- T -- C	0.014841	0.000170	A -- B -- T -- C -- D	0.010839	0.000145	<nil>	0.047631	0.000300	T -- C -- D	0.009874	0.000137	B -- C -- D	0.020536	0.000199	A -- T -- C	0.016264	0.000178	B -- T -- C -- D	0.022190	0.000207	A -- B -- T -- C	0.011951	0.000153	A -- T -- C -- D	0.045782	0.000295	T -- C	0.005875	0.000106	A -- T -- D	0.015405	0.000174	B -- C	0.014091	0.000165	B -- T	0.005088	0.000100
0.7000	0.1990	0.0006	3.4073	0.8008	0.1992	A -- B -- D	0.002948	0.000076	A -- B -- C	0.010191	0.000141	A -- D	0.011422	0.000150	A	0.003762	0.000086	A -- C	0.011376	0.000150	A -- B -- C -- D	0.008829	0.000131	A -- C -- D	0.034984	0.000259	A -- B	0.003405	0.000082	A -- T	0.005241	0.000102	B	0.004629	0.000095	A -- B -- T -- D	0.003700	0.000085	B -- D	0.006567	0.000113	A -- B -- T	0.003739	0.000086	T -- D	0.003119	0.000077	B -- T -- D	0.007127	0.000118	T	0.001901	0.000060	C	0.143039	0.000494	D	0.122688	0.000463	C -- D	0.373670	0.000683	B -- T -- C	0.014579	0.000168	A -- B -- T -- C -- D	0.010832	0.000145	<nil>	0.047007	0.000299	T -- C -- D	0.009718	0.000136	B -- C -- D	0.020267	0.000198	A -- T -- C	0.016032	0.000177	B -- T -- C -- D	0.022008	0.000206	A -- B -- T -- C	0.011830	0.000152	A -- T -- C -- D	0.045651	0.000295	T -- C	0.005761	0.000105	A -- T -- D	0.015223	0.000173	B -- C	0.013854	0.000164	B -- T	0.004898	0.000098
0.7100	0.1957	0.0006	3.3844	0.8029	0.1971	A -- B -- D	0.002887	0.000075	A	0.003648	0.000085	A -- B -- C	0.010019	0.000140	A -- D	0.011241	0.000149	A -- C	0.011194	0.000148	A -- B -- C -- D	0.008698	0.000130	A -- C -- D	0.034887	0.000259	A -- B	0.003265	0.000080	A -- T	0.005131	0.000101	T -- D	0.002994	0.000076	B	0.004519	0.000094	A -- B -- T -- D	0.003626	0.000084	B -- D	0.006406	0.000112	A -- B -- T	0.003624	0.000084	B -- T -- D	0.006966	0.000117	B -- T	0.004736	0.000096	C	0.143184	0.000494	D	0.122562	0.000463	C -- D	0.378203	0.000685	B -- T -- C	0.014384	0.000167	A -- B -- T -- C -- D	0.010797	0.000145	<nil>	0.046431	0.000297	T -- C -- D	0.009561	0.000135	B -- C -- D	0.020018	0.000197	A -- T -- C	0.015800	0.000176	B -- T -- C -- D	0.021730	0.000205	A -- B -- T -- C	0.011673	0.000151	A -- T -- C -- D	0.045625	0.000295	T -- C	0.005692	0.000104	A -- T -- D	0.015002	0.000172	T	0.001866	0.000060	B -- C	0.013631	0.000163
0.7200	0.1923	0.0005	3.3622	0.8048	0.1952	A -- B -- D	0.002842	0.000075	A	0.003526	0.000084	A -- B -- C	0.009858	0.000139	A -- D	0.011071	0.000148	A -- C	0.011002	0.000147	A -- B -- C -- D	0.008659	0.000130	A -- C -- D	0.034748	0.000259	A -- B	0.003173	0.000079	A -- T	0.005012	0.000100	T -- D	0.002910	0.000075	B	0.004348	0.000092	A -- B -- T -- D	0.003574	0.000084	B -- D	0.006253	0.000111	A -- B -- T	0.003521	0.000083	B -- T -- D	0.006777	0.000115	B -- T	0.004613	0.000095	C	0.143436	0.000495	D	0.122444	0.000463	C -- D	0.382543	0.000686	B -- T -- C	0.014137	0.000166	A -- B -- T -- C -- D	0.010729	0.000145	<nil>	0.045856	0.000295	T -- C -- D	0.009550	0.000135	B -- C -- D	0.019762	0.000196	A -- T -- C	0.015604	0.000175	B -- T -- C -- D	0.021462	0.000204	A -- B -- T -- C	0.011522	0.000150	A -- T -- D	0.014736	0.000170	T	0.001821	0.000059	T -- C	0.005611	0.000104	A -- T -- C -- D	0.045601	0.000295	B -- C	0.013297	0.000161
0.7300	0.1892	0.0005	3.3408	0.8068	0.1932	A -- B -- D	0.002759	0.000074	A	0.003426	0.000082	A -- B -- C	0.009686	0.000138	A -- D	0.010877	0.000146	A -- C	0.010830	0.000146	A -- B -- C -- D	0.008594	0.000130	A -- C -- D	0.034618	0.000258	A -- B	0.003093	0.000078	A -- T	0.004877	0.000098	T -- D	0.002836	0.000074	B	0.004213	0.000091	A -- B -- T -- D	0.003528	0.000083	B -- D	0.006115	0.000110	A -- B -- T	0.003441	0.000082	T -- C	0.005533	0.000103	B -- T -- D	0.006616	0.000114	C	0.143588	0.000495	D	0.122176	0.000462	C -- D	0.386896	0.000688	B -- T -- C	0.013934	0.000165	A -- B -- T -- C -- D	0.010717	0.000144	<nil>	0.045277	0.000293	T -- C -- D	0.009479	0.000135	B -- C -- D	0.019564	0.000195	A -- T -- C	0.015395	0.000174	B -- T -- C -- D	0.021240	0.000203	A -- B -- T -- C	0.011342	0.000149	A -- T -- D	0.014516	0.000169	T	0.001777	0.000058	A -- T -- C -- D	0.045515	0.000294	B -- C	0.013030	0.000159	B -- T	0.004514	0.000094
0.7400	0.1862	0.0005	3.3199	0.8088	0.1912	A -- B -- D	0.002715	0.000073	A	0.003335	0.000081	A -- B -- C	0.009485	0.000136	A -- D	0.010661	0.000145	A -- C	0.010676	0.000145	A -- B -- C -- D	0.008496	0.000129	A -- C -- D	0.034507	0.000258	A -- B	0.003025	0.000077	A -- T	0.004738	0.000097	A -- B -- T -- D	0.003452	0.000082	T -- D	0.002790	0.000073	B	0.004103	0.000090	B -- D	0.005988	0.000108	A -- B -- T	0.003351	0.000081	T -- C	0.005537	0.000103	B -- T -- D	0.006480	0.000113	B -- C -- D	0.019393	0.000194	C	0.143586	0.000495	D	0.121898	0.000462	C -- D	0.391222	0.000689	B -- T -- C	0.013705	0.000163	A -- B -- T -- C -- D	0.010674	0.000144	<nil>	0.044713	0.000292	A -- T -- C	0.015172	0.000172	B -- T -- C -- D	0.021001	0.000202	A -- B -- T -- C	0.011181	0.000148	A -- T -- D	0.014317	0.000168	T	0.001712	0.000057	A -- T -- C -- D	0.045446	0.000294	B -- C	0.012811	0.000158	T -- C -- D	0.009443	0.000135	B -- T	0.004387	0.000093
0.7500	0.1830	0.0005	3.2980	0.8107	0.1893	A -- B -- D	0.002668	0.000072	A	0.003250	0.000080	A -- D	0.010490	0.000144	A -- C	0.010493	0.000144	A -- B -- C	0.009299	0.000135	A -- B -- C -- D	0.008452	0.000128	A -- C -- D	0.034367	0.000257	A -- B	0.002936	0.000076	A -- T	0.004620	0.000096	A -- B -- T -- D	0.003394	0.000082	T -- D	0.002721	0.000072	B	0.003964	0.000088	B -- D	0.005815	0.000107	A -- B -- T	0.003257	0.000080	T -- C	0.005520	0.000103	B -- T -- D	0.006331	0.000111	B -- C -- D	0.019194	0.000193	C	0.143655	0.000495	D	0.121743	0.000462	C -- D	0.395561	0.000690	B -- T -- C	0.013465	0.000162	A -- B -- T -- C -- D	0.010590	0.000144	<nil>	0.044158	0.000290	A -- T -- C	0.014966	0.000171	B -- T -- C -- D	0.020784	0.000201	A -- B -- T -- C	0.011026	0.000147	A -- T -- D	0.014081	0.000166	T	0.001646	0.000056	A -- T -- C -- D	0.045416	0.000294	B -- C	0.012556	0.000156	T -- C -- D	0.009308	0.000133	B -- T	0.004276	0.000092
0.7600	0.1800	0.0005	3.2764	0.8125	0.1875	A -- B -- D	0.002623	0.000072	A -- B -- C -- D	0.008443	0.000128	A	0.003145	0.000079	A -- D	0.010324	0.000143	A -- C	0.010312	0.000143	A -- B -- C	0.009159	0.000134	A -- C -- D	0.034191	0.000257	A -- B	0.002870	0.000075	A -- T	0.004519	0.000095	A -- B -- T -- D	0.003356	0.000081	T -- D	0.002624	0.000071	A -- B -- T	0.003153	0.000079	B	0.003813	0.000086	B -- D	0.005652	0.000105	T -- C	0.005417	0.000102	B -- T	0.004156	0.000090	B -- C -- D	0.018931	0.000192	C	0.143768	0.000495	D	0.121520	0.000461	C -- D	0.399873	0.000692	B -- T -- C	0.013226	0.000160	A -- B -- T -- C -- D	0.010535	0.000143	<nil>	0.043568	0.000288	A -- T -- C	0.014781	0.000170	B -- T -- C -- D	0.020554	0.000199	A -- B -- T -- C	0.010910	0.000146	A -- T -- D	0.013849	0.000165	T	0.001620	0.000056	A -- T -- C -- D	0.045356	0.000294	B -- C	0.012345	0.000155	T -- C -- D	0.009205	0.000133	B -- T -- D	0.006203	0.000110
0.7700	0.1770	0.0005	3.2552	0.8143	0.1857	A -- B -- D	0.002565	0.000071	A -- B -- C -- D	0.008372	0.000128	A	0.003037	0.000078	A -- D	0.010147	0.000141	A -- C	0.010166	0.000142	A -- B -- C	0.009019	0.000133	A -- C -- D	0.034056	0.000256	A -- B	0.002796	0.000074	A -- T	0.004410	0.000093	A -- B -- T -- D	0.003311	0.000081	T -- D	0.002563	0.000070	A -- B -- T	0.003054	0.000077	B	0.003696	0.000085	B -- D	0.005523	0.000104	B -- T	0.004049	0.000089	B -- T -- D	0.006033	0.000109	T -- C	0.005265	0.000100	A -- T -- C -- D	0.045270	0.000294	C	0.143792	0.000495	D	0.121181	0.000461	C -- D	0.404193	0.000693	B -- T -- C	0.013036	0.000159	A -- B -- T -- C -- D	0.010497	0.000143	<nil>	0.043045	0.000286	B -- C -- D	0.018684	0.000190	A -- T -- C	0.014575	0.000169	B -- T -- C -- D	0.020376	0.000199	A -- B -- T -- C	0.010786	0.000145	A -- T -- D	0.013663	0.000164	T	0.001602	0.000055	B -- C	0.012121	0.000154	T -- C -- D	0.009119	0.000132
